,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
161,240.0,240.0,40.0,84.0,0.476,8.0,25.0,0.32,15.0,19.0,0.789,12.0,32.0,44.0,15.0,6.0,2.0,20.0,13.0,103.0,,,0.558,0.524,0.298,0.226,29.3,69.6,50.6,37.5,6.0,3.5,17.8,100.0,103.8,119.0,,,11.0,17.0,0.857,4.0,6.0,1.0,4.0,4.0,1.0,5.0,8.0,12.0,3.0,2.0,1.0,3.0,2.0,28.0,23.2,20.0,1.009,1.0,1.0,0.571,25.0,34.0,26.9,21.9,2.7,3.6,26.2,29.8,159.0,126.0,CLE,103,1,0,240.0,240.0,47.0,95.0,0.495,14.0,38.0,0.368,10.0,13.0,0.769,14.0,29.0,43.0,32.0,16.0,8.0,16.0,19.0,118.0,,,0.586,0.568,0.4,0.137,30.4,70.7,49.4,68.1,16.1,13.6,13.7,100.0,119.0,103.8,,,8.0,19.0,0.8,4.0,10.0,0.8,3.0,3.0,1.0,4.0,9.0,13.0,7.0,4.0,4.0,3.0,4.0,22.0,28.7,33.0,1.011,1.0,0.769,0.667,14.3,44.5,24.5,45.5,13.4,11.1,34.0,34.2,180.0,117.0,MIN,118,0,2020,2020-01-05,False
162,240.0,240.0,37.0,84.0,0.44,15.0,36.0,0.417,25.0,28.0,0.893,8.0,33.0,41.0,18.0,8.0,1.0,15.0,22.0,114.0,,,0.592,0.53,0.429,0.333,18.6,84.6,50.0,48.6,8.1,2.4,13.5,100.0,115.7,104.5,,,9.0,21.0,0.667,4.0,8.0,1.0,8.0,8.0,1.0,4.0,8.0,10.0,6.0,3.0,1.0,4.0,4.0,27.0,17.4,34.0,0.833,0.833,0.667,0.857,27.3,31.1,28.6,35.7,3.8,3.2,23.7,34.4,171.0,112.0,SAC,114,0,1,240.0,240.0,37.0,77.0,0.481,11.0,35.0,0.314,18.0,22.0,0.818,6.0,35.0,41.0,24.0,4.0,2.0,17.0,25.0,103.0,,,0.594,0.552,0.455,0.286,15.4,81.4,50.0,64.9,4.1,4.2,16.4,100.0,104.5,115.7,,,12.0,21.0,0.714,3.0,8.0,0.667,8.0,8.0,1.0,4.0,7.0,9.0,9.0,1.0,1.0,3.0,6.0,34.0,28.8,8.0,0.833,0.833,1.0,1.0,13.2,34.1,17.9,40.4,5.4,2.7,50.0,31.2,137.0,122.0,PHO,103,1,2020,2020-01-07,True
163,240.0,240.0,37.0,77.0,0.481,11.0,35.0,0.314,18.0,22.0,0.818,6.0,35.0,41.0,24.0,4.0,2.0,17.0,25.0,103.0,,,0.594,0.552,0.455,0.286,15.4,81.4,50.0,64.9,4.1,4.2,16.4,100.0,104.5,115.7,,,12.0,21.0,0.714,3.0,8.0,0.667,8.0,8.0,1.0,4.0,7.0,9.0,9.0,1.0,1.0,3.0,6.0,34.0,28.8,8.0,0.833,0.833,1.0,1.0,13.2,34.1,17.9,40.4,5.4,2.7,50.0,31.2,137.0,122.0,PHO,103,1,0,240.0,240.0,37.0,84.0,0.44,15.0,36.0,0.417,25.0,28.0,0.893,8.0,33.0,41.0,18.0,8.0,1.0,15.0,22.0,114.0,,,0.592,0.53,0.429,0.333,18.6,84.6,50.0,48.6,8.1,2.4,13.5,100.0,115.7,104.5,,,9.0,21.0,0.667,4.0,8.0,1.0,8.0,8.0,1.0,4.0,8.0,10.0,6.0,3.0,1.0,4.0,4.0,27.0,17.4,34.0,0.833,0.833,0.667,0.857,27.3,31.1,28.6,35.7,3.8,3.2,23.7,34.4,171.0,112.0,SAC,114,0,2020,2020-01-07,False
164,240.0,240.0,40.0,84.0,0.476,12.0,42.0,0.286,15.0,20.0,0.75,9.0,35.0,44.0,26.0,9.0,5.0,16.0,20.0,107.0,,,0.577,0.548,0.5,0.238,23.1,74.5,51.2,65.0,9.1,8.6,14.7,100.0,107.9,109.9,,,10.0,21.0,0.7,4.0,12.0,0.5,6.0,9.0,1.0,5.0,10.0,12.0,9.0,3.0,2.0,4.0,5.0,26.0,17.3,10.0,1.136,0.85,0.875,0.667,27.6,32.0,30.0,46.9,6.2,9.6,60.0,32.1,243.0,119.0,DAL,107,0,1,240.0,240.0,44.0,94.0,0.468,10.0,36.0,0.278,11.0,17.0,0.647,12.0,30.0,42.0,24.0,7.0,5.0,14.0,21.0,109.0,,,0.537,0.521,0.383,0.181,25.5,76.9,48.8,54.5,7.1,11.9,12.1,100.0,109.9,107.9,,,8.0,20.0,0.8,3.0,10.0,0.6,3.0,5.0,1.0,3.0,6.0,9.0,5.0,2.0,1.0,4.0,5.0,19.0,15.0,11.0,0.827,0.8,0.667,1.0,15.0,26.8,16.4,34.0,6.1,7.3,21.7,33.5,171.0,112.0,CHI,109,1,2020,2020-03-02,False
165,240.0,240.0,44.0,94.0,0.468,10.0,36.0,0.278,11.0,17.0,0.647,12.0,30.0,42.0,24.0,7.0,5.0,14.0,21.0,109.0,,,0.537,0.521,0.383,0.181,25.5,76.9,48.8,54.5,7.1,11.9,12.1,100.0,109.9,107.9,,,8.0,20.0,0.8,3.0,10.0,0.6,3.0,5.0,1.0,3.0,6.0,9.0,5.0,2.0,1.0,4.0,5.0,19.0,15.0,11.0,0.827,0.8,0.667,1.0,15.0,26.8,16.4,34.0,6.1,7.3,21.7,33.5,171.0,112.0,CHI,109,1,0,240.0,240.0,40.0,84.0,0.476,12.0,42.0,0.286,15.0,20.0,0.75,9.0,35.0,44.0,26.0,9.0,5.0,16.0,20.0,107.0,,,0.577,0.548,0.5,0.238,23.1,74.5,51.2,65.0,9.1,8.6,14.7,100.0,107.9,109.9,,,10.0,21.0,0.7,4.0,12.0,0.5,6.0,9.0,1.0,5.0,10.0,12.0,9.0,3.0,2.0,4.0,5.0,26.0,17.3,10.0,1.136,0.85,0.875,0.667,27.6,32.0,30.0,46.9,6.2,9.6,60.0,32.1,243.0,119.0,DAL,107,0,2020,2020-03-02,True
166,240.0,240.0,41.0,99.0,0.414,19.0,51.0,0.373,6.0,9.0,0.667,12.0,44.0,56.0,21.0,3.0,3.0,9.0,16.0,107.0,,,0.52,0.51,0.515,0.091,22.2,88.0,53.8,51.2,3.1,5.4,8.0,100.0,111.0,100.7,,,10.0,24.0,0.6,5.0,12.0,0.5,4.0,7.0,1.0,6.0,10.0,12.0,5.0,1.0,1.0,2.0,3.0,29.0,21.8,16.0,0.7,0.7,0.75,0.292,19.7,36.3,20.4,41.2,2.3,4.0,20.0,35.5,140.0,107.0,DAL,107,0,1,240.0,240.0,34.0,86.0,0.395,12.0,30.0,0.4,17.0,19.0,0.895,6.0,42.0,48.0,23.0,2.0,4.0,10.0,11.0,97.0,,,0.514,0.465,0.349,0.221,12.0,77.8,46.2,67.6,2.1,8.3,9.6,100.0,100.7,111.0,,,6.0,20.0,0.8,3.0,8.0,0.5,6.0,6.0,1.0,4.0,10.0,11.0,6.0,1.0,1.0,3.0,3.0,21.0,17.4,2.0,0.846,0.8,1.0,0.75,20.5,37.2,19.7,32.6,1.6,5.3,25.0,74.0,163.0,121.0,OKC,97,1,2020,2020-01-27,True
167,240.0,240.0,34.0,86.0,0.395,12.0,30.0,0.4,17.0,19.0,0.895,6.0,42.0,48.0,23.0,2.0,4.0,10.0,11.0,97.0,,,0.514,0.465,0.349,0.221,12.0,77.8,46.2,67.6,2.1,8.3,9.6,100.0,100.7,111.0,,,6.0,20.0,0.8,3.0,8.0,0.5,6.0,6.0,1.0,4.0,10.0,11.0,6.0,1.0,1.0,3.0,3.0,21.0,17.4,2.0,0.846,0.8,1.0,0.75,20.5,37.2,19.7,32.6,1.6,5.3,25.0,74.0,163.0,121.0,OKC,97,1,0,240.0,240.0,41.0,99.0,0.414,19.0,51.0,0.373,6.0,9.0,0.667,12.0,44.0,56.0,21.0,3.0,3.0,9.0,16.0,107.0,,,0.52,0.51,0.515,0.091,22.2,88.0,53.8,51.2,3.1,5.4,8.0,100.0,111.0,100.7,,,10.0,24.0,0.6,5.0,12.0,0.5,4.0,7.0,1.0,6.0,10.0,12.0,5.0,1.0,1.0,2.0,3.0,29.0,21.8,16.0,0.7,0.7,0.75,0.292,19.7,36.3,20.4,41.2,2.3,4.0,20.0,35.5,140.0,107.0,DAL,107,0,2020,2020-01-27,False
168,240.0,240.0,43.0,86.0,0.5,13.0,29.0,0.448,16.0,19.0,0.842,11.0,27.0,38.0,31.0,1.0,4.0,14.0,25.0,115.0,,,0.609,0.576,0.337,0.221,25.6,69.2,46.3,72.1,1.1,6.2,12.9,100.0,121.0,112.5,,,10.0,17.0,0.9,6.0,7.0,0.857,8.0,8.0,1.0,8.0,7.0,15.0,10.0,1.0,1.0,5.0,6.0,24.0,22.1,20.0,1.2,1.2,0.875,0.615,22.0,27.4,21.6,38.6,2.6,5.7,40.0,29.9,224.0,117.0,IND,115,0,1,240.0,240.0,41.0,88.0,0.466,3.0,23.0,0.13,22.0,32.0,0.688,12.0,32.0,44.0,22.0,10.0,4.0,9.0,19.0,107.0,,,0.524,0.483,0.261,0.364,30.8,74.4,53.7,53.7,10.5,7.0,8.1,100.0,112.5,121.0,,,10.0,17.0,0.857,2.0,4.0,0.5,8.0,12.0,1.0,2.0,9.0,10.0,5.0,3.0,3.0,2.0,4.0,30.0,27.8,1.0,0.752,0.857,0.75,0.75,13.9,34.4,20.6,43.9,4.8,10.0,15.8,30.3,145.0,130.0,DEN,107,1,2020,2020-01-19,True
169,240.0,240.0,41.0,88.0,0.466,3.0,23.0,0.13,22.0,32.0,0.688,12.0,32.0,44.0,22.0,10.0,4.0,9.0,19.0,107.0,,,0.524,0.483,0.261,0.364,30.8,74.4,53.7,53.7,10.5,7.0,8.1,100.0,112.5,121.0,,,10.0,17.0,0.857,2.0,4.0,0.5,8.0,12.0,1.0,2.0,9.0,10.0,5.0,3.0,3.0,2.0,4.0,30.0,27.8,1.0,0.752,0.857,0.75,0.75,13.9,34.4,20.6,43.9,4.8,10.0,15.8,30.3,145.0,130.0,DEN,107,1,0,240.0,240.0,43.0,86.0,0.5,13.0,29.0,0.448,16.0,19.0,0.842,11.0,27.0,38.0,31.0,1.0,4.0,14.0,25.0,115.0,,,0.609,0.576,0.337,0.221,25.6,69.2,46.3,72.1,1.1,6.2,12.9,100.0,121.0,112.5,,,10.0,17.0,0.9,6.0,7.0,0.857,8.0,8.0,1.0,8.0,7.0,15.0,10.0,1.0,1.0,5.0,6.0,24.0,22.1,20.0,1.2,1.2,0.875,0.615,22.0,27.4,21.6,38.6,2.6,5.7,40.0,29.9,224.0,117.0,IND,115,0,2020,2020-01-19,False
170,240.0,240.0,44.0,90.0,0.489,11.0,35.0,0.314,21.0,31.0,0.677,10.0,44.0,54.0,28.0,7.0,5.0,25.0,23.0,120.0,,,0.579,0.55,0.389,0.344,23.3,83.0,56.3,63.6,6.1,8.2,19.4,100.0,104.8,93.5,,,13.0,20.0,0.667,4.0,8.0,1.0,8.0,9.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,7.0,5.0,37.0,35.2,27.0,0.772,0.725,0.75,1.0,15.4,25.0,20.7,40.9,3.2,7.2,40.0,28.5,159.0,100.0,NOP,120,0,1,240.0,240.0,37.0,94.0,0.394,8.0,33.0,0.242,25.0,31.0,0.806,9.0,33.0,42.0,20.0,15.0,3.0,17.0,23.0,107.0,,,0.497,0.436,0.351,0.33,17.0,76.7,43.8,54.1,13.1,5.5,13.6,100.0,93.5,104.8,,,8.0,20.0,0.667,4.0,7.0,0.6,7.0,7.0,1.0,3.0,7.0,9.0,5.0,3.0,1.0,5.0,5.0,21.0,13.1,10.0,0.709,0.667,0.6,0.667,9.3,28.1,14.4,28.4,8.9,3.5,38.1,28.7,128.0,109.0,MIN,107,1,2020,2020-03-08,True
171,240.0,240.0,37.0,94.0,0.394,8.0,33.0,0.242,25.0,31.0,0.806,9.0,33.0,42.0,20.0,15.0,3.0,17.0,23.0,107.0,,,0.497,0.436,0.351,0.33,17.0,76.7,43.8,54.1,13.1,5.5,13.6,100.0,93.5,104.8,,,8.0,20.0,0.667,4.0,7.0,0.6,7.0,7.0,1.0,3.0,7.0,9.0,5.0,3.0,1.0,5.0,5.0,21.0,13.1,10.0,0.709,0.667,0.6,0.667,9.3,28.1,14.4,28.4,8.9,3.5,38.1,28.7,128.0,109.0,MIN,107,1,0,240.0,240.0,44.0,90.0,0.489,11.0,35.0,0.314,21.0,31.0,0.677,10.0,44.0,54.0,28.0,7.0,5.0,25.0,23.0,120.0,,,0.579,0.55,0.389,0.344,23.3,83.0,56.3,63.6,6.1,8.2,19.4,100.0,104.8,93.5,,,13.0,20.0,0.667,4.0,8.0,1.0,8.0,9.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,7.0,5.0,37.0,35.2,27.0,0.772,0.725,0.75,1.0,15.4,25.0,20.7,40.9,3.2,7.2,40.0,28.5,159.0,100.0,NOP,120,0,2020,2020-03-08,False
172,240.0,240.0,42.0,89.0,0.472,13.0,31.0,0.419,26.0,30.0,0.867,10.0,42.0,52.0,27.0,6.0,6.0,15.0,16.0,123.0,,,0.602,0.545,0.348,0.337,22.2,91.3,57.1,64.3,5.6,11.1,12.8,100.0,114.1,110.4,,,12.0,22.0,1.0,6.0,8.0,0.75,14.0,15.0,1.0,4.0,11.0,15.0,9.0,2.0,2.0,5.0,4.0,39.0,35.1,19.0,1.0,1.0,1.0,1.0,22.0,32.0,22.1,38.2,2.6,18.3,33.6,33.0,229.0,115.0,PHO,123,0,1,240.0,240.0,42.0,96.0,0.438,15.0,42.0,0.357,20.0,22.0,0.909,4.0,35.0,39.0,26.0,11.0,6.0,11.0,24.0,119.0,,,0.563,0.516,0.438,0.229,8.7,77.8,42.9,61.9,10.2,10.3,9.4,100.0,110.4,114.1,,,13.0,25.0,0.714,11.0,22.0,1.0,5.0,5.0,1.0,1.0,9.0,10.0,8.0,4.0,3.0,4.0,4.0,37.0,33.2,17.0,0.761,0.74,1.0,0.8,6.0,28.4,14.1,49.4,5.3,8.5,50.0,32.1,143.0,125.0,BOS,119,1,2020,2020-01-18,True
173,240.0,240.0,42.0,96.0,0.438,15.0,42.0,0.357,20.0,22.0,0.909,4.0,35.0,39.0,26.0,11.0,6.0,11.0,24.0,119.0,,,0.563,0.516,0.438,0.229,8.7,77.8,42.9,61.9,10.2,10.3,9.4,100.0,110.4,114.1,,,13.0,25.0,0.714,11.0,22.0,1.0,5.0,5.0,1.0,1.0,9.0,10.0,8.0,4.0,3.0,4.0,4.0,37.0,33.2,17.0,0.761,0.74,1.0,0.8,6.0,28.4,14.1,49.4,5.3,8.5,50.0,32.1,143.0,125.0,BOS,119,1,0,240.0,240.0,42.0,89.0,0.472,13.0,31.0,0.419,26.0,30.0,0.867,10.0,42.0,52.0,27.0,6.0,6.0,15.0,16.0,123.0,,,0.602,0.545,0.348,0.337,22.2,91.3,57.1,64.3,5.6,11.1,12.8,100.0,114.1,110.4,,,12.0,22.0,1.0,6.0,8.0,0.75,14.0,15.0,1.0,4.0,11.0,15.0,9.0,2.0,2.0,5.0,4.0,39.0,35.1,19.0,1.0,1.0,1.0,1.0,22.0,32.0,22.1,38.2,2.6,18.3,33.6,33.0,229.0,115.0,PHO,123,0,2020,2020-01-18,False
174,240.0,240.0,46.0,87.0,0.529,8.0,27.0,0.296,24.0,27.0,0.889,15.0,32.0,47.0,27.0,7.0,2.0,10.0,21.0,124.0,,,0.627,0.575,0.31,0.31,37.5,78.0,58.0,58.7,7.6,3.6,9.2,100.0,135.4,126.6,,,11.0,18.0,0.917,2.0,7.0,1.0,8.0,8.0,1.0,4.0,6.0,10.0,7.0,2.0,2.0,4.0,5.0,25.0,20.6,17.0,0.97,1.0,0.5,0.533,14.9,25.7,18.2,28.8,4.4,7.2,36.8,37.4,168.0,134.0,DEN,124,0,1,240.0,240.0,43.0,82.0,0.524,12.0,26.0,0.462,18.0,25.0,0.72,9.0,25.0,34.0,32.0,7.0,3.0,9.0,21.0,116.0,,,0.624,0.598,0.317,0.305,22.0,62.5,42.0,74.4,7.6,5.0,8.8,100.0,126.6,135.4,,,9.0,15.0,0.692,5.0,6.0,1.0,7.0,8.0,1.0,4.0,5.0,9.0,10.0,2.0,1.0,2.0,5.0,30.0,28.3,9.0,0.933,0.885,1.0,2.0,12.6,18.3,13.9,60.6,2.8,3.6,22.2,33.6,186.0,143.0,IND,116,1,2020,2020-01-02,True
175,240.0,240.0,43.0,82.0,0.524,12.0,26.0,0.462,18.0,25.0,0.72,9.0,25.0,34.0,32.0,7.0,3.0,9.0,21.0,116.0,,,0.624,0.598,0.317,0.305,22.0,62.5,42.0,74.4,7.6,5.0,8.8,100.0,126.6,135.4,,,9.0,15.0,0.692,5.0,6.0,1.0,7.0,8.0,1.0,4.0,5.0,9.0,10.0,2.0,1.0,2.0,5.0,30.0,28.3,9.0,0.933,0.885,1.0,2.0,12.6,18.3,13.9,60.6,2.8,3.6,22.2,33.6,186.0,143.0,IND,116,1,0,240.0,240.0,46.0,87.0,0.529,8.0,27.0,0.296,24.0,27.0,0.889,15.0,32.0,47.0,27.0,7.0,2.0,10.0,21.0,124.0,,,0.627,0.575,0.31,0.31,37.5,78.0,58.0,58.7,7.6,3.6,9.2,100.0,135.4,126.6,,,11.0,18.0,0.917,2.0,7.0,1.0,8.0,8.0,1.0,4.0,6.0,10.0,7.0,2.0,2.0,4.0,5.0,25.0,20.6,17.0,0.97,1.0,0.5,0.533,14.9,25.7,18.2,28.8,4.4,7.2,36.8,37.4,168.0,134.0,DEN,124,0,2020,2020-01-02,False
176,240.0,240.0,37.0,87.0,0.425,15.0,40.0,0.375,15.0,21.0,0.714,6.0,34.0,40.0,29.0,6.0,3.0,14.0,24.0,104.0,,,0.54,0.511,0.46,0.241,12.5,94.4,47.6,78.4,5.8,6.0,12.7,100.0,100.6,111.3,,,10.0,22.0,0.636,6.0,12.0,0.667,4.0,5.0,1.0,1.0,9.0,9.0,12.0,2.0,3.0,4.0,5.0,28.0,20.4,8.0,0.812,0.773,0.8,0.625,8.8,35.9,15.4,52.7,6.4,8.6,33.3,34.9,146.0,116.0,GSW,104,0,1,240.0,240.0,42.0,82.0,0.512,11.0,32.0,0.344,20.0,26.0,0.769,2.0,42.0,44.0,28.0,5.0,3.0,16.0,18.0,115.0,,,0.615,0.579,0.39,0.317,5.6,87.5,52.4,66.7,4.8,6.4,14.6,100.0,110.7,100.1,,,9.0,13.0,0.833,3.0,6.0,0.6,9.0,10.0,1.0,2.0,11.0,11.0,8.0,1.0,2.0,5.0,4.0,24.0,16.7,15.0,0.917,0.917,0.857,0.909,10.2,40.1,22.9,34.0,4.7,9.3,25.0,36.6,163.0,106.0,PHI,115,1,2020,2020-01-28,False
177,240.0,240.0,42.0,82.0,0.512,11.0,32.0,0.344,20.0,26.0,0.769,2.0,42.0,44.0,28.0,5.0,3.0,16.0,18.0,115.0,,,0.615,0.579,0.39,0.317,5.6,87.5,52.4,66.7,4.8,6.4,14.6,100.0,110.7,100.1,,,9.0,13.0,0.833,3.0,6.0,0.6,9.0,10.0,1.0,2.0,11.0,11.0,8.0,1.0,2.0,5.0,4.0,24.0,16.7,15.0,0.917,0.917,0.857,0.909,10.2,40.1,22.9,34.0,4.7,9.3,25.0,36.6,163.0,106.0,PHI,115,1,0,240.0,240.0,37.0,87.0,0.425,15.0,40.0,0.375,15.0,21.0,0.714,6.0,34.0,40.0,29.0,6.0,3.0,14.0,24.0,104.0,,,0.54,0.511,0.46,0.241,12.5,94.4,47.6,78.4,5.8,6.0,12.7,100.0,100.6,111.3,,,10.0,22.0,0.636,6.0,12.0,0.667,4.0,5.0,1.0,1.0,9.0,9.0,12.0,2.0,3.0,4.0,5.0,28.0,20.4,8.0,0.812,0.773,0.8,0.625,8.8,35.9,15.4,52.7,6.4,8.6,33.3,34.9,146.0,116.0,GSW,104,0,2020,2020-01-28,True
178,240.0,240.0,37.0,82.0,0.451,17.0,34.0,0.5,18.0,22.0,0.818,15.0,35.0,50.0,20.0,7.0,4.0,14.0,9.0,109.0,,,0.594,0.555,0.415,0.268,35.7,79.5,58.1,54.1,7.9,10.0,13.2,100.0,122.4,110.0,,,11.0,19.0,0.625,8.0,11.0,1.0,8.0,8.0,1.0,6.0,6.0,11.0,6.0,4.0,1.0,5.0,2.0,30.0,21.6,17.0,0.789,0.789,0.588,0.667,30.5,24.3,27.3,34.3,6.2,5.3,43.6,29.5,160.0,119.0,CHO,109,0,1,240.0,240.0,39.0,84.0,0.464,15.0,44.0,0.341,5.0,6.0,0.833,9.0,27.0,36.0,32.0,8.0,5.0,14.0,17.0,98.0,,,0.566,0.554,0.524,0.071,20.5,64.3,41.9,82.1,9.0,10.4,13.9,100.0,110.0,122.4,,,10.0,15.0,1.0,6.0,13.0,1.0,3.0,3.0,1.0,3.0,8.0,10.0,10.0,2.0,2.0,5.0,3.0,24.0,21.6,8.0,1.5,1.5,1.0,0.231,9.6,29.3,17.9,56.1,7.4,8.6,50.0,44.6,166.0,134.0,MIA,98,1,2020,2020-03-11,True
179,240.0,240.0,39.0,84.0,0.464,15.0,44.0,0.341,5.0,6.0,0.833,9.0,27.0,36.0,32.0,8.0,5.0,14.0,17.0,98.0,,,0.566,0.554,0.524,0.071,20.5,64.3,41.9,82.1,9.0,10.4,13.9,100.0,110.0,122.4,,,10.0,15.0,1.0,6.0,13.0,1.0,3.0,3.0,1.0,3.0,8.0,10.0,10.0,2.0,2.0,5.0,3.0,24.0,21.6,8.0,1.5,1.5,1.0,0.231,9.6,29.3,17.9,56.1,7.4,8.6,50.0,44.6,166.0,134.0,MIA,98,1,0,240.0,240.0,37.0,82.0,0.451,17.0,34.0,0.5,18.0,22.0,0.818,15.0,35.0,50.0,20.0,7.0,4.0,14.0,9.0,109.0,,,0.594,0.555,0.415,0.268,35.7,79.5,58.1,54.1,7.9,10.0,13.2,100.0,122.4,110.0,,,11.0,19.0,0.625,8.0,11.0,1.0,8.0,8.0,1.0,6.0,6.0,11.0,6.0,4.0,1.0,5.0,2.0,30.0,21.6,17.0,0.789,0.789,0.588,0.667,30.5,24.3,27.3,34.3,6.2,5.3,43.6,29.5,160.0,119.0,CHO,109,0,2020,2020-03-11,False
180,240.0,240.0,44.0,91.0,0.484,13.0,29.0,0.448,25.0,31.0,0.806,13.0,36.0,49.0,21.0,11.0,4.0,14.0,17.0,126.0,,,0.602,0.555,0.319,0.341,32.5,76.6,56.3,47.7,10.7,7.1,11.8,100.0,123.1,103.5,,,8.0,17.0,0.7,4.0,7.0,0.667,6.0,8.0,1.0,5.0,13.0,16.0,5.0,3.0,2.0,4.0,4.0,24.0,21.9,21.0,0.949,0.9,1.0,0.667,26.4,43.4,27.0,29.1,5.1,4.8,33.3,26.3,170.0,113.0,ORL,126,0,1,240.0,240.0,39.0,88.0,0.443,9.0,32.0,0.281,19.0,25.0,0.76,11.0,27.0,38.0,21.0,10.0,7.0,18.0,23.0,106.0,,,0.535,0.494,0.364,0.284,23.4,67.5,43.7,53.8,9.8,11.3,15.4,100.0,103.5,123.1,,,9.0,19.0,1.0,3.0,10.0,1.0,8.0,10.0,1.0,3.0,6.0,8.0,6.0,3.0,4.0,8.0,4.0,24.0,16.7,11.0,1.014,1.063,0.571,0.667,31.5,23.8,22.7,35.6,4.7,15.9,50.0,39.6,173.0,134.0,HOU,106,1,2020,2020-03-08,True
181,240.0,240.0,39.0,88.0,0.443,9.0,32.0,0.281,19.0,25.0,0.76,11.0,27.0,38.0,21.0,10.0,7.0,18.0,23.0,106.0,,,0.535,0.494,0.364,0.284,23.4,67.5,43.7,53.8,9.8,11.3,15.4,100.0,103.5,123.1,,,9.0,19.0,1.0,3.0,10.0,1.0,8.0,10.0,1.0,3.0,6.0,8.0,6.0,3.0,4.0,8.0,4.0,24.0,16.7,11.0,1.014,1.063,0.571,0.667,31.5,23.8,22.7,35.6,4.7,15.9,50.0,39.6,173.0,134.0,HOU,106,1,0,240.0,240.0,44.0,91.0,0.484,13.0,29.0,0.448,25.0,31.0,0.806,13.0,36.0,49.0,21.0,11.0,4.0,14.0,17.0,126.0,,,0.602,0.555,0.319,0.341,32.5,76.6,56.3,47.7,10.7,7.1,11.8,100.0,123.1,103.5,,,8.0,17.0,0.7,4.0,7.0,0.667,6.0,8.0,1.0,5.0,13.0,16.0,5.0,3.0,2.0,4.0,4.0,24.0,21.9,21.0,0.949,0.9,1.0,0.667,26.4,43.4,27.0,29.1,5.1,4.8,33.3,26.3,170.0,113.0,ORL,126,0,2020,2020-03-08,False
182,240.0,240.0,29.0,83.0,0.349,8.0,39.0,0.205,16.0,21.0,0.762,3.0,42.0,45.0,14.0,8.0,6.0,15.0,8.0,82.0,,,0.444,0.398,0.47,0.253,6.1,80.8,44.6,48.3,7.9,15.8,14.0,100.0,81.1,101.9,,,6.0,15.0,1.0,2.0,7.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,6.0,2.0,2.0,3.0,2.0,15.0,10.6,6.0,1.167,1.167,0.75,2.0,14.0,43.1,22.2,51.0,6.8,17.4,29.1,26.6,144.0,109.0,OKC,82,0,1,240.0,240.0,39.0,92.0,0.424,21.0,54.0,0.389,4.0,8.0,0.5,10.0,46.0,56.0,30.0,9.0,8.0,15.0,21.0,103.0,,,0.539,0.538,0.587,0.087,19.2,93.9,55.4,76.9,8.9,18.2,13.6,100.0,101.9,81.1,,,7.0,16.0,1.0,6.0,15.0,1.0,1.0,2.0,0.5,3.0,11.0,11.0,8.0,1.0,3.0,2.0,4.0,20.0,17.2,19.0,1.5,1.5,1.0,0.5,15.1,45.4,24.8,54.4,7.8,17.9,50.0,43.0,144.0,88.0,GSW,103,1,2022,2021-10-30,False
