,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
372,240.0,240.0,35.0,87.0,0.402,9.0,41.0,0.22,28.0,32.0,0.875,5.0,42.0,47.0,22.0,11.0,3.0,9.0,19.0,107.0,,,0.529,0.454,0.471,0.368,11.1,77.8,47.5,62.9,10.8,6.1,8.2,100.0,105.5,96.7,,,10.0,21.0,0.667,3.0,8.0,0.375,9.0,13.0,1.0,3.0,13.0,13.0,6.0,3.0,2.0,3.0,4.0,30.0,21.2,14.0,0.765,0.7,0.75,0.727,11.4,36.0,19.6,33.9,5.1,7.0,15.5,40.4,139.0,107.0,MIL,107,0,1,240.0,240.0,33.0,87.0,0.379,15.0,38.0,0.395,17.0,20.0,0.85,12.0,40.0,52.0,29.0,7.0,4.0,18.0,30.0,98.0,,,0.511,0.466,0.437,0.23,22.2,88.9,52.5,87.9,6.9,8.7,15.8,100.0,96.7,105.5,,,6.0,13.0,0.667,4.0,8.0,0.6,6.0,6.0,1.0,4.0,9.0,11.0,8.0,2.0,1.0,4.0,5.0,19.0,16.8,2.0,0.799,0.75,0.833,0.667,15.5,45.9,25.5,53.2,4.1,5.9,37.5,36.3,152.0,111.0,GSW,98,1,2020,2020-01-08,True
373,240.0,240.0,33.0,87.0,0.379,15.0,38.0,0.395,17.0,20.0,0.85,12.0,40.0,52.0,29.0,7.0,4.0,18.0,30.0,98.0,,,0.511,0.466,0.437,0.23,22.2,88.9,52.5,87.9,6.9,8.7,15.8,100.0,96.7,105.5,,,6.0,13.0,0.667,4.0,8.0,0.6,6.0,6.0,1.0,4.0,9.0,11.0,8.0,2.0,1.0,4.0,5.0,19.0,16.8,2.0,0.799,0.75,0.833,0.667,15.5,45.9,25.5,53.2,4.1,5.9,37.5,36.3,152.0,111.0,GSW,98,1,0,240.0,240.0,35.0,87.0,0.402,9.0,41.0,0.22,28.0,32.0,0.875,5.0,42.0,47.0,22.0,11.0,3.0,9.0,19.0,107.0,,,0.529,0.454,0.471,0.368,11.1,77.8,47.5,62.9,10.8,6.1,8.2,100.0,105.5,96.7,,,10.0,21.0,0.667,3.0,8.0,0.375,9.0,13.0,1.0,3.0,13.0,13.0,6.0,3.0,2.0,3.0,4.0,30.0,21.2,14.0,0.765,0.7,0.75,0.727,11.4,36.0,19.6,33.9,5.1,7.0,15.5,40.4,139.0,107.0,MIL,107,0,2020,2020-01-08,False
374,240.0,240.0,42.0,92.0,0.457,6.0,27.0,0.222,18.0,25.0,0.72,10.0,34.0,44.0,32.0,7.0,6.0,11.0,22.0,108.0,,,0.524,0.489,0.293,0.272,20.8,81.0,48.9,76.2,6.9,11.1,9.6,100.0,106.7,116.6,,,13.0,20.0,0.714,2.0,6.0,0.5,6.0,7.0,1.0,6.0,11.0,13.0,11.0,3.0,4.0,3.0,5.0,29.0,33.4,2.0,0.698,0.714,1.0,0.353,25.1,38.2,19.4,46.0,3.4,8.4,33.3,31.7,126.0,124.0,PHI,108,0,1,240.0,240.0,41.0,86.0,0.477,12.0,32.0,0.375,24.0,32.0,0.75,8.0,38.0,46.0,22.0,6.0,3.0,11.0,24.0,118.0,,,0.59,0.547,0.372,0.372,19.0,79.2,51.1,53.7,5.9,4.6,9.9,100.0,116.6,106.7,,,13.0,24.0,1.0,6.0,12.0,1.0,12.0,12.0,1.0,3.0,11.0,14.0,11.0,3.0,1.0,5.0,4.0,44.0,39.3,13.0,1.042,1.25,1.0,1.0,9.3,29.8,20.2,50.3,4.0,2.0,25.0,36.3,193.0,114.0,HOU,118,1,2020,2020-01-03,False
375,240.0,240.0,41.0,86.0,0.477,12.0,32.0,0.375,24.0,32.0,0.75,8.0,38.0,46.0,22.0,6.0,3.0,11.0,24.0,118.0,,,0.59,0.547,0.372,0.372,19.0,79.2,51.1,53.7,5.9,4.6,9.9,100.0,116.6,106.7,,,13.0,24.0,1.0,6.0,12.0,1.0,12.0,12.0,1.0,3.0,11.0,14.0,11.0,3.0,1.0,5.0,4.0,44.0,39.3,13.0,1.042,1.25,1.0,1.0,9.3,29.8,20.2,50.3,4.0,2.0,25.0,36.3,193.0,114.0,HOU,118,1,0,240.0,240.0,42.0,92.0,0.457,6.0,27.0,0.222,18.0,25.0,0.72,10.0,34.0,44.0,32.0,7.0,6.0,11.0,22.0,108.0,,,0.524,0.489,0.293,0.272,20.8,81.0,48.9,76.2,6.9,11.1,9.6,100.0,106.7,116.6,,,13.0,20.0,0.714,2.0,6.0,0.5,6.0,7.0,1.0,6.0,11.0,13.0,11.0,3.0,4.0,3.0,5.0,29.0,33.4,2.0,0.698,0.714,1.0,0.353,25.1,38.2,19.4,46.0,3.4,8.4,33.3,31.7,126.0,124.0,PHI,108,0,2020,2020-01-03,True
376,240.0,240.0,39.0,85.0,0.459,9.0,26.0,0.346,22.0,28.0,0.786,10.0,30.0,40.0,14.0,10.0,4.0,11.0,28.0,109.0,,,0.56,0.512,0.306,0.329,21.3,81.1,47.6,35.9,10.3,8.9,10.2,100.0,112.5,109.4,,,10.0,23.0,1.0,3.0,6.0,0.75,17.0,19.0,1.0,3.0,9.0,11.0,7.0,3.0,2.0,2.0,5.0,39.0,31.1,31.0,1.042,1.0,1.0,1.0,24.7,47.1,34.6,30.8,17.4,12.9,19.2,36.7,218.0,118.0,ATL,109,0,1,240.0,240.0,35.0,75.0,0.467,13.0,30.0,0.433,23.0,38.0,0.605,7.0,37.0,44.0,20.0,7.0,6.0,15.0,21.0,106.0,,,0.578,0.553,0.4,0.507,18.9,78.7,52.4,57.1,7.2,10.2,14.1,100.0,109.4,112.5,,,13.0,20.0,1.0,7.0,12.0,1.0,11.0,14.0,1.0,2.0,11.0,13.0,9.0,2.0,4.0,5.0,4.0,37.0,33.8,22.0,1.5,1.5,1.0,3.5,30.3,71.5,53.4,34.6,4.2,8.3,50.0,35.0,162.0,121.0,PHI,106,1,2021,2021-06-16,True
377,240.0,240.0,35.0,75.0,0.467,13.0,30.0,0.433,23.0,38.0,0.605,7.0,37.0,44.0,20.0,7.0,6.0,15.0,21.0,106.0,,,0.578,0.553,0.4,0.507,18.9,78.7,52.4,57.1,7.2,10.2,14.1,100.0,109.4,112.5,,,13.0,20.0,1.0,7.0,12.0,1.0,11.0,14.0,1.0,2.0,11.0,13.0,9.0,2.0,4.0,5.0,4.0,37.0,33.8,22.0,1.5,1.5,1.0,3.5,30.3,71.5,53.4,34.6,4.2,8.3,50.0,35.0,162.0,121.0,PHI,106,1,0,240.0,240.0,39.0,85.0,0.459,9.0,26.0,0.346,22.0,28.0,0.786,10.0,30.0,40.0,14.0,10.0,4.0,11.0,28.0,109.0,,,0.56,0.512,0.306,0.329,21.3,81.1,47.6,35.9,10.3,8.9,10.2,100.0,112.5,109.4,,,10.0,23.0,1.0,3.0,6.0,0.75,17.0,19.0,1.0,3.0,9.0,11.0,7.0,3.0,2.0,2.0,5.0,39.0,31.1,31.0,1.042,1.0,1.0,1.0,24.7,47.1,34.6,30.8,17.4,12.9,19.2,36.7,218.0,118.0,ATL,109,0,2021,2021-06-16,False
378,240.0,240.0,50.0,97.0,0.515,13.0,35.0,0.371,9.0,10.0,0.9,6.0,30.0,36.0,23.0,9.0,10.0,13.0,26.0,122.0,,,0.602,0.582,0.361,0.103,14.0,66.7,40.9,46.0,8.5,15.9,11.4,100.0,115.3,107.8,,,14.0,21.0,0.667,3.0,8.0,0.6,3.0,3.0,1.0,2.0,12.0,12.0,13.0,3.0,7.0,6.0,5.0,34.0,32.8,22.0,0.762,0.738,0.667,0.25,10.1,35.2,18.0,54.4,4.4,21.9,37.5,32.7,131.0,119.0,LAL,122,0,1,240.0,240.0,40.0,95.0,0.421,7.0,32.0,0.219,27.0,33.0,0.818,15.0,37.0,52.0,24.0,7.0,3.0,16.0,11.0,114.0,,,0.52,0.458,0.337,0.347,33.3,86.0,59.1,60.0,6.6,4.8,12.7,100.0,107.8,115.3,,,12.0,23.0,0.75,2.0,9.0,1.0,11.0,13.0,1.0,9.0,9.0,14.0,9.0,3.0,1.0,6.0,5.0,35.0,23.9,4.0,0.806,0.75,0.875,0.813,35.1,26.8,27.9,37.1,3.6,3.8,33.3,31.9,151.0,119.0,NOP,114,1,2020,2020-03-01,True
379,240.0,240.0,40.0,95.0,0.421,7.0,32.0,0.219,27.0,33.0,0.818,15.0,37.0,52.0,24.0,7.0,3.0,16.0,11.0,114.0,,,0.52,0.458,0.337,0.347,33.3,86.0,59.1,60.0,6.6,4.8,12.7,100.0,107.8,115.3,,,12.0,23.0,0.75,2.0,9.0,1.0,11.0,13.0,1.0,9.0,9.0,14.0,9.0,3.0,1.0,6.0,5.0,35.0,23.9,4.0,0.806,0.75,0.875,0.813,35.1,26.8,27.9,37.1,3.6,3.8,33.3,31.9,151.0,119.0,NOP,114,1,0,240.0,240.0,50.0,97.0,0.515,13.0,35.0,0.371,9.0,10.0,0.9,6.0,30.0,36.0,23.0,9.0,10.0,13.0,26.0,122.0,,,0.602,0.582,0.361,0.103,14.0,66.7,40.9,46.0,8.5,15.9,11.4,100.0,115.3,107.8,,,14.0,21.0,0.667,3.0,8.0,0.6,3.0,3.0,1.0,2.0,12.0,12.0,13.0,3.0,7.0,6.0,5.0,34.0,32.8,22.0,0.762,0.738,0.667,0.25,10.1,35.2,18.0,54.4,4.4,21.9,37.5,32.7,131.0,119.0,LAL,122,0,2020,2020-03-01,False
380,240.0,240.0,33.0,77.0,0.429,3.0,20.0,0.15,15.0,21.0,0.714,7.0,36.0,43.0,20.0,9.0,1.0,16.0,20.0,84.0,,,0.487,0.448,0.26,0.273,16.7,67.9,45.3,60.6,9.6,1.9,15.6,100.0,89.5,105.4,,,7.0,14.0,0.75,1.0,4.0,1.0,5.0,6.0,1.0,2.0,6.0,7.0,6.0,4.0,1.0,4.0,5.0,16.0,10.1,9.0,0.94,0.875,0.75,1.5,10.2,20.7,15.8,41.7,7.5,4.1,44.4,30.2,133.0,110.0,GSW,84,0,1,240.0,240.0,38.0,95.0,0.4,13.0,43.0,0.302,10.0,17.0,0.588,17.0,35.0,52.0,22.0,7.0,7.0,12.0,20.0,99.0,,,0.483,0.468,0.453,0.179,32.1,83.3,54.7,57.9,7.5,12.3,10.5,100.0,105.4,89.5,,,8.0,15.0,0.778,4.0,11.0,0.5,4.0,6.0,1.0,4.0,8.0,10.0,7.0,2.0,2.0,4.0,5.0,20.0,21.3,24.0,0.859,0.889,0.733,0.667,51.1,31.3,38.0,36.5,3.4,5.6,25.6,47.3,145.0,98.0,MIN,99,1,2020,2020-01-02,False
381,240.0,240.0,38.0,95.0,0.4,13.0,43.0,0.302,10.0,17.0,0.588,17.0,35.0,52.0,22.0,7.0,7.0,12.0,20.0,99.0,,,0.483,0.468,0.453,0.179,32.1,83.3,54.7,57.9,7.5,12.3,10.5,100.0,105.4,89.5,,,8.0,15.0,0.778,4.0,11.0,0.5,4.0,6.0,1.0,4.0,8.0,10.0,7.0,2.0,2.0,4.0,5.0,20.0,21.3,24.0,0.859,0.889,0.733,0.667,51.1,31.3,38.0,36.5,3.4,5.6,25.6,47.3,145.0,98.0,MIN,99,1,0,240.0,240.0,33.0,77.0,0.429,3.0,20.0,0.15,15.0,21.0,0.714,7.0,36.0,43.0,20.0,9.0,1.0,16.0,20.0,84.0,,,0.487,0.448,0.26,0.273,16.7,67.9,45.3,60.6,9.6,1.9,15.6,100.0,89.5,105.4,,,7.0,14.0,0.75,1.0,4.0,1.0,5.0,6.0,1.0,2.0,6.0,7.0,6.0,4.0,1.0,4.0,5.0,16.0,10.1,9.0,0.94,0.875,0.75,1.5,10.2,20.7,15.8,41.7,7.5,4.1,44.4,30.2,133.0,110.0,GSW,84,0,2020,2020-01-02,True
382,240.0,240.0,47.0,93.0,0.505,14.0,38.0,0.368,13.0,18.0,0.722,7.0,29.0,36.0,38.0,6.0,5.0,10.0,17.0,121.0,,,0.599,0.581,0.409,0.194,14.9,69.0,40.4,80.9,5.9,7.5,9.0,100.0,119.7,130.6,,,11.0,15.0,1.0,3.0,10.0,1.0,3.0,4.0,1.0,2.0,9.0,9.0,12.0,3.0,3.0,2.0,4.0,25.0,27.3,8.0,1.025,1.083,0.7,0.5,6.5,26.9,15.4,48.9,4.9,7.4,21.5,23.6,177.0,139.0,CLE,121,0,1,240.0,240.0,53.0,100.0,0.53,14.0,33.0,0.424,12.0,12.0,1.0,13.0,40.0,53.0,28.0,8.0,8.0,10.0,15.0,132.0,,,0.627,0.6,0.33,0.12,31.0,85.1,59.6,52.8,7.9,14.5,8.7,100.0,130.6,119.7,,,17.0,29.0,1.0,4.0,8.0,1.0,4.0,4.0,1.0,6.0,8.0,14.0,6.0,2.0,4.0,3.0,4.0,37.0,28.5,17.0,1.0,1.0,0.714,0.333,21.6,32.7,23.8,42.0,4.4,11.3,33.3,39.5,207.0,127.0,MEM,132,1,2022,2021-10-20,False
383,240.0,240.0,53.0,100.0,0.53,14.0,33.0,0.424,12.0,12.0,1.0,13.0,40.0,53.0,28.0,8.0,8.0,10.0,15.0,132.0,,,0.627,0.6,0.33,0.12,31.0,85.1,59.6,52.8,7.9,14.5,8.7,100.0,130.6,119.7,,,17.0,29.0,1.0,4.0,8.0,1.0,4.0,4.0,1.0,6.0,8.0,14.0,6.0,2.0,4.0,3.0,4.0,37.0,28.5,17.0,1.0,1.0,0.714,0.333,21.6,32.7,23.8,42.0,4.4,11.3,33.3,39.5,207.0,127.0,MEM,132,1,0,240.0,240.0,47.0,93.0,0.505,14.0,38.0,0.368,13.0,18.0,0.722,7.0,29.0,36.0,38.0,6.0,5.0,10.0,17.0,121.0,,,0.599,0.581,0.409,0.194,14.9,69.0,40.4,80.9,5.9,7.5,9.0,100.0,119.7,130.6,,,11.0,15.0,1.0,3.0,10.0,1.0,3.0,4.0,1.0,2.0,9.0,9.0,12.0,3.0,3.0,2.0,4.0,25.0,27.3,8.0,1.025,1.083,0.7,0.5,6.5,26.9,15.4,48.9,4.9,7.4,21.5,23.6,177.0,139.0,CLE,121,0,2022,2021-10-20,True
384,240.0,240.0,36.0,81.0,0.444,5.0,27.0,0.185,21.0,26.0,0.808,7.0,44.0,51.0,20.0,14.0,8.0,21.0,17.0,98.0,,,0.53,0.475,0.333,0.321,16.7,69.8,48.6,55.6,13.5,12.7,18.5,100.0,94.4,80.0,,,9.0,19.0,1.0,2.0,9.0,1.0,8.0,8.0,1.0,3.0,15.0,15.0,6.0,4.0,4.0,5.0,3.0,23.0,21.6,24.0,1.031,1.167,1.0,1.0,13.2,33.0,19.8,38.4,8.1,13.8,42.9,32.9,164.0,96.0,WAS,98,0,1,240.0,240.0,30.0,97.0,0.309,7.0,34.0,0.206,16.0,22.0,0.727,19.0,35.0,54.0,14.0,10.0,4.0,19.0,21.0,83.0,,,0.389,0.345,0.351,0.227,30.2,83.3,51.4,46.7,9.6,7.4,15.1,100.0,80.0,94.4,,,5.0,20.0,0.75,2.0,9.0,1.0,5.0,6.0,1.0,6.0,6.0,10.0,4.0,3.0,2.0,6.0,5.0,12.0,8.9,8.0,0.875,0.875,0.6,1.5,17.6,36.8,17.3,38.0,5.2,10.2,29.5,25.8,179.0,100.0,TOR,83,1,2022,2021-10-20,True
385,240.0,240.0,30.0,97.0,0.309,7.0,34.0,0.206,16.0,22.0,0.727,19.0,35.0,54.0,14.0,10.0,4.0,19.0,21.0,83.0,,,0.389,0.345,0.351,0.227,30.2,83.3,51.4,46.7,9.6,7.4,15.1,100.0,80.0,94.4,,,5.0,20.0,0.75,2.0,9.0,1.0,5.0,6.0,1.0,6.0,6.0,10.0,4.0,3.0,2.0,6.0,5.0,12.0,8.9,8.0,0.875,0.875,0.6,1.5,17.6,36.8,17.3,38.0,5.2,10.2,29.5,25.8,179.0,100.0,TOR,83,1,0,240.0,240.0,36.0,81.0,0.444,5.0,27.0,0.185,21.0,26.0,0.808,7.0,44.0,51.0,20.0,14.0,8.0,21.0,17.0,98.0,,,0.53,0.475,0.333,0.321,16.7,69.8,48.6,55.6,13.5,12.7,18.5,100.0,94.4,80.0,,,9.0,19.0,1.0,2.0,9.0,1.0,8.0,8.0,1.0,3.0,15.0,15.0,6.0,4.0,4.0,5.0,3.0,23.0,21.6,24.0,1.031,1.167,1.0,1.0,13.2,33.0,19.8,38.4,8.1,13.8,42.9,32.9,164.0,96.0,WAS,98,0,2022,2021-10-20,False
386,240.0,240.0,44.0,85.0,0.518,8.0,22.0,0.364,29.0,31.0,0.935,7.0,41.0,48.0,18.0,6.0,6.0,14.0,21.0,125.0,,,0.634,0.565,0.259,0.365,18.9,85.4,56.5,40.9,5.7,9.8,12.4,100.0,119.5,112.8,,,14.0,25.0,0.737,2.0,8.0,1.0,10.0,11.0,1.0,2.0,10.0,11.0,7.0,2.0,4.0,4.0,4.0,37.0,34.3,17.0,0.846,0.75,1.0,0.75,13.1,30.4,22.9,31.5,3.5,8.2,42.9,33.4,157.0,118.0,PHO,125,0,1,240.0,240.0,45.0,98.0,0.459,14.0,37.0,0.378,14.0,21.0,0.667,7.0,30.0,37.0,22.0,6.0,3.0,8.0,24.0,118.0,,,0.55,0.531,0.378,0.214,14.6,81.1,43.5,48.9,5.7,4.8,6.9,100.0,112.8,119.5,,,9.0,21.0,0.533,4.0,9.0,0.571,4.0,4.0,1.0,3.0,9.0,11.0,6.0,3.0,1.0,3.0,5.0,25.0,20.1,5.0,0.7,0.7,1.0,1.0,15.3,63.5,27.6,24.5,3.8,3.9,25.3,27.6,139.0,126.0,DEN,118,1,2021,2021-06-13,True
387,240.0,240.0,45.0,98.0,0.459,14.0,37.0,0.378,14.0,21.0,0.667,7.0,30.0,37.0,22.0,6.0,3.0,8.0,24.0,118.0,,,0.55,0.531,0.378,0.214,14.6,81.1,43.5,48.9,5.7,4.8,6.9,100.0,112.8,119.5,,,9.0,21.0,0.533,4.0,9.0,0.571,4.0,4.0,1.0,3.0,9.0,11.0,6.0,3.0,1.0,3.0,5.0,25.0,20.1,5.0,0.7,0.7,1.0,1.0,15.3,63.5,27.6,24.5,3.8,3.9,25.3,27.6,139.0,126.0,DEN,118,1,0,240.0,240.0,44.0,85.0,0.518,8.0,22.0,0.364,29.0,31.0,0.935,7.0,41.0,48.0,18.0,6.0,6.0,14.0,21.0,125.0,,,0.634,0.565,0.259,0.365,18.9,85.4,56.5,40.9,5.7,9.8,12.4,100.0,119.5,112.8,,,14.0,25.0,0.737,2.0,8.0,1.0,10.0,11.0,1.0,2.0,10.0,11.0,7.0,2.0,4.0,4.0,4.0,37.0,34.3,17.0,0.846,0.75,1.0,0.75,13.1,30.4,22.9,31.5,3.5,8.2,42.9,33.4,157.0,118.0,PHO,125,0,2021,2021-06-13,False
388,240.0,240.0,35.0,86.0,0.407,9.0,29.0,0.31,18.0,23.0,0.783,13.0,31.0,44.0,17.0,6.0,6.0,16.0,20.0,97.0,,,0.505,0.459,0.337,0.267,30.2,70.5,50.6,48.6,6.2,8.8,14.3,100.0,100.8,127.9,,,6.0,14.0,0.75,3.0,7.0,1.0,4.0,4.0,1.0,3.0,7.0,8.0,4.0,1.0,4.0,3.0,5.0,18.0,18.4,3.0,0.922,0.938,0.6,0.8,25.5,40.7,23.5,28.8,2.7,10.4,33.3,25.9,149.0,136.0,ORL,97,0,1,240.0,240.0,49.0,98.0,0.5,13.0,30.0,0.433,12.0,18.0,0.667,13.0,30.0,43.0,32.0,8.0,3.0,8.0,22.0,123.0,,,0.581,0.566,0.306,0.184,29.5,69.8,49.4,65.3,8.3,5.3,7.0,100.0,127.9,100.8,,,8.0,17.0,1.0,3.0,9.0,1.0,3.0,6.0,1.0,8.0,6.0,13.0,8.0,4.0,1.0,3.0,4.0,19.0,19.1,26.0,1.5,1.5,1.0,2.0,29.3,32.4,24.1,31.3,6.5,19.1,33.3,29.6,300.0,112.0,SAS,123,1,2022,2021-10-20,False
389,240.0,240.0,49.0,98.0,0.5,13.0,30.0,0.433,12.0,18.0,0.667,13.0,30.0,43.0,32.0,8.0,3.0,8.0,22.0,123.0,,,0.581,0.566,0.306,0.184,29.5,69.8,49.4,65.3,8.3,5.3,7.0,100.0,127.9,100.8,,,8.0,17.0,1.0,3.0,9.0,1.0,3.0,6.0,1.0,8.0,6.0,13.0,8.0,4.0,1.0,3.0,4.0,19.0,19.1,26.0,1.5,1.5,1.0,2.0,29.3,32.4,24.1,31.3,6.5,19.1,33.3,29.6,300.0,112.0,SAS,123,1,0,240.0,240.0,35.0,86.0,0.407,9.0,29.0,0.31,18.0,23.0,0.783,13.0,31.0,44.0,17.0,6.0,6.0,16.0,20.0,97.0,,,0.505,0.459,0.337,0.267,30.2,70.5,50.6,48.6,6.2,8.8,14.3,100.0,100.8,127.9,,,6.0,14.0,0.75,3.0,7.0,1.0,4.0,4.0,1.0,3.0,7.0,8.0,4.0,1.0,4.0,3.0,5.0,18.0,18.4,3.0,0.922,0.938,0.6,0.8,25.5,40.7,23.5,28.8,2.7,10.4,33.3,25.9,149.0,136.0,ORL,97,0,2022,2021-10-20,True
390,240.0,240.0,33.0,81.0,0.407,3.0,20.0,0.15,23.0,27.0,0.852,14.0,43.0,57.0,12.0,9.0,3.0,20.0,14.0,92.0,,,0.495,0.426,0.247,0.333,34.1,82.7,61.3,36.4,9.5,6.5,17.7,100.0,96.8,83.1,,,12.0,20.0,0.625,2.0,4.0,0.667,6.0,6.0,1.0,4.0,8.0,10.0,6.0,3.0,2.0,6.0,4.0,26.0,18.0,17.0,0.82,0.75,0.571,0.667,19.8,25.8,21.8,42.2,4.0,6.1,38.1,50.0,123.0,94.0,CLE,92,0,1,240.0,240.0,31.0,87.0,0.356,9.0,41.0,0.22,8.0,13.0,0.615,9.0,27.0,36.0,19.0,13.0,2.0,14.0,24.0,79.0,,,0.426,0.408,0.471,0.149,17.3,65.9,38.7,61.3,13.7,3.3,13.1,100.0,83.1,96.8,,,6.0,20.0,0.667,3.0,9.0,0.375,3.0,5.0,1.0,4.0,10.0,10.0,3.0,4.0,1.0,5.0,4.0,16.0,11.6,1.0,0.671,0.667,0.889,0.833,10.9,35.7,15.8,57.3,7.7,6.0,38.8,31.6,229.0,109.0,LAC,79,1,2022,2021-10-27,True
391,240.0,240.0,31.0,87.0,0.356,9.0,41.0,0.22,8.0,13.0,0.615,9.0,27.0,36.0,19.0,13.0,2.0,14.0,24.0,79.0,,,0.426,0.408,0.471,0.149,17.3,65.9,38.7,61.3,13.7,3.3,13.1,100.0,83.1,96.8,,,6.0,20.0,0.667,3.0,9.0,0.375,3.0,5.0,1.0,4.0,10.0,10.0,3.0,4.0,1.0,5.0,4.0,16.0,11.6,1.0,0.671,0.667,0.889,0.833,10.9,35.7,15.8,57.3,7.7,6.0,38.8,31.6,229.0,109.0,LAC,79,1,0,240.0,240.0,33.0,81.0,0.407,3.0,20.0,0.15,23.0,27.0,0.852,14.0,43.0,57.0,12.0,9.0,3.0,20.0,14.0,92.0,,,0.495,0.426,0.247,0.333,34.1,82.7,61.3,36.4,9.5,6.5,17.7,100.0,96.8,83.1,,,12.0,20.0,0.625,2.0,4.0,0.667,6.0,6.0,1.0,4.0,8.0,10.0,6.0,3.0,2.0,6.0,4.0,26.0,18.0,17.0,0.82,0.75,0.571,0.667,19.8,25.8,21.8,42.2,4.0,6.1,38.1,50.0,123.0,94.0,CLE,92,0,2022,2021-10-27,False
392,240.0,240.0,40.0,87.0,0.46,6.0,29.0,0.207,28.0,34.0,0.824,9.0,24.0,33.0,18.0,6.0,2.0,12.0,23.0,114.0,,,0.559,0.494,0.333,0.391,20.5,63.2,40.2,45.0,6.0,2.7,10.5,100.0,114.6,128.7,,,13.0,19.0,0.684,3.0,7.0,0.429,10.0,10.0,1.0,2.0,8.0,10.0,4.0,2.0,1.0,3.0,5.0,39.0,33.9,5.0,0.833,0.763,0.833,0.778,14.5,33.3,19.4,46.5,3.2,5.3,33.8,31.0,215.0,136.0,DEN,114,0,1,240.0,240.0,50.0,91.0,0.549,6.0,16.0,0.375,22.0,27.0,0.815,14.0,35.0,49.0,20.0,5.0,6.0,11.0,28.0,128.0,,,0.622,0.582,0.176,0.297,36.8,79.5,59.8,40.0,5.0,10.3,9.7,100.0,128.7,114.6,,,15.0,24.0,0.833,2.0,5.0,0.667,5.0,7.0,1.0,3.0,12.0,14.0,8.0,3.0,3.0,4.0,5.0,32.0,29.5,26.0,0.938,0.917,0.833,1.167,20.1,36.7,23.0,39.1,4.2,8.0,40.0,34.7,212.0,121.0,WAS,128,1,2020,2020-01-04,False
393,240.0,240.0,50.0,91.0,0.549,6.0,16.0,0.375,22.0,27.0,0.815,14.0,35.0,49.0,20.0,5.0,6.0,11.0,28.0,128.0,,,0.622,0.582,0.176,0.297,36.8,79.5,59.8,40.0,5.0,10.3,9.7,100.0,128.7,114.6,,,15.0,24.0,0.833,2.0,5.0,0.667,5.0,7.0,1.0,3.0,12.0,14.0,8.0,3.0,3.0,4.0,5.0,32.0,29.5,26.0,0.938,0.917,0.833,1.167,20.1,36.7,23.0,39.1,4.2,8.0,40.0,34.7,212.0,121.0,WAS,128,1,0,240.0,240.0,40.0,87.0,0.46,6.0,29.0,0.207,28.0,34.0,0.824,9.0,24.0,33.0,18.0,6.0,2.0,12.0,23.0,114.0,,,0.559,0.494,0.333,0.391,20.5,63.2,40.2,45.0,6.0,2.7,10.5,100.0,114.6,128.7,,,13.0,19.0,0.684,3.0,7.0,0.429,10.0,10.0,1.0,2.0,8.0,10.0,4.0,2.0,1.0,3.0,5.0,39.0,33.9,5.0,0.833,0.763,0.833,0.778,14.5,33.3,19.4,46.5,3.2,5.3,33.8,31.0,215.0,136.0,DEN,114,0,2020,2020-01-04,True
